;name;address;found phones;found emails;linkedin;facebook;instagram;Age Care;Domestic Assistance;Personal Care;Nursing;Homecare package;Support Workers;Career;Support Coordination;NDIS;Plan management
https://homecaringnewcastle.com.au;;;['1300875377', '0240412894'];['info.newcastle@homecaring.com.au'];[];[];[];False;True;True;True;False;False;False;True;True;False
https://carersservices.com.au;;;['040155000'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
https://activateclinic.com.au;;;['611300289798'];[];[];[];['https://instagram.com/p/CtdeG3cL5QB/', 'https://instagram.com/p/CuDp42gvWNw/', 'https://instagram.com/p/Cs3Ew5Fr4Uu/', 'https://instagram.com/p/Ctviaa5L3KG/', 'https://instagram.com/p/Cu3SxNbLw77/', 'https://instagram.com/p/CvtQtW8P5VX/', 'https://instagram.com/activateclinic/', 'https://instagram.com/p/CuanpUsvpS_/', 'https://instagram.com/p/CuTOjaALMO3/', 'https://instagram.com/p/CvbKS2GPgId/', 'https://instagram.com/reel/Csuf5VKO--q/', 'https://instagram.com/reel/Cv8vlmTtPpZ/', 'https://instagram.com/p/CtKuTbgvf6m/'];False;False;False;False;False;False;False;False;True;False
https://6s.com.au;;;['0243421590', '0243889944', '0243278444'];['admin@6s.com.au'];['https://linkedin.com/company/6s-physio/'];['https://facebook.com/6SPhysio/'];['https://instagram.com/6s_physio/'];True;False;False;False;False;False;True;False;False;False
https://holisticep.co;;;['61433292099'];['hassan@holisticep.co'];[];['https://facebook.com/HolisticEP'];[];False;False;False;False;False;False;False;False;True;False
https://improvedservices.com.au;;;['1300587808'];['services@improvedservices.com.au'];['https://au.linkedin.com/company/improved-disability-services'];['https://facebook.com/ImprovedDisabilityServices/'];['https://instagram.com/improved.services/'];False;True;True;False;False;False;True;True;True;False
https://everydayind.com.au;;;['1300179131'];[];['https://au.linkedin.com/company/everyday-independence'];['https://facebook.com/everydayind/'];['https://instagram.com/everydayindependence/'];False;False;False;False;False;False;True;False;True;False
https://bridgesdisabilityservices.com;;;;;;;;;;;;;;;;;
https://harpershealth.com.au;;;[];['reception@harpershealth.com?subject=Inquiry'];[];['https://facebook.com/harpershealthpsychologyandoccupationaltherapy/'];[];False;False;False;False;False;False;False;False;True;False
https://portmacquariedns.com.au;;;['0475882169'];['admin@portmacquariedns.com.au'];[];['https://facebook.com/portmacquariedns/'];['https://instagram.com/portmacquariedns/'];False;True;True;True;False;True;False;False;True;False
https://achieveabilityplus.com.au;;;;;;;;;;;;;;;;;
https://programplanmanagement.com.au;;;[];[];[];[];[];False;False;False;False;False;False;False;False;True;True
https://ilv.org.au;;;['1300951587'];[];['https://linkedin.com/company/ilv-org/'];['https://facebook.com/independentlivingvillages'];['https://instagram.com/independentlivingvillages.au/'];False;False;False;False;False;False;False;False;True;False
https://hayeegroup.com;;;['0287405336', '61452293220'];['info@hayeegroup.com'];[];['https://facebook.com/HayeeGroupService/'];['https://instagram.com/'];False;False;True;True;False;False;True;False;True;False
https://glenindustries.com.au;;;[];['manager@glenindustries.com.au'];[];['https://facebook.com/Glen-Industries-663342177044488'];[];False;False;False;False;False;False;False;False;True;False
https://fixitphysio.com.au;;;['0240474060', '0240232797'];['office@fixitphysio.com.au'];[];[];[];False;False;False;False;False;False;False;False;False;False
https://attune.com.au;;;['1300736702'];[];['https://linkedin.com/company/attune-hearing/about/'];['https://facebook.com/attune.hearing/'];[];False;False;False;False;False;False;True;False;False;False
https://activeability.com.au;;;['0286787874'];['hello@activeability.com.au'];[];['https://facebook.com/activeabilityaus/'];['https://instagram.com/activeability/'];False;False;False;False;False;False;False;False;True;False
https://dawsonsupports.com.au;;;;;;;;False;False;False;False;False;False;False;True;True;True
https://fitnessalley.com.au;;;['0404502060'];[];[];['https://facebook.com/fitnessalleywollongong/'];['https://instagram.com/fitness_alley_wollongong/?hl=en'];False;False;False;False;False;False;False;False;False;False
https://inacare.com.au;;;;;;;;;;;;;;;;;
https://butterfish.com.au;;;['1300020271'];['admin@butterfish.com.au'];['https://linkedin.com/company/butterfishsvcs'];['https://facebook.com/ButterFishSVCS/'];['https://instagram.com/butterfishsvcs/'];False;False;False;False;False;False;True;True;True;False
https://psychmatters.com.au;;;[];[];[];[];[];False;False;False;False;False;False;False;False;False;False
https://careland.com.au;;;[];['info%40careland.com.au'];[];[];[];False;False;False;False;False;False;False;False;False;False
https://glasswingtherapy.com.au;;;;;;;;;;;;;;;;;
https://blueprintpsychology.com.au;;;['1300490901'];['reception@blueprintpsychology.com.au?subject=Blueprint Psychology Enquiry'];['https://il.linkedin.com/company/blueprint-psychology'];[];[];False;False;False;False;False;False;False;False;True;False
https://connectingfamilies.com.au;;;['0280366121'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
https://campbelltownphysio.com.au;;;['0246288181'];[];['https://linkedin.com/company/campbelltown-physiotherapy/'];['https://facebook.com/CampbelltownPhysio'];['https://instagram.com/campbelltownphysio/'];False;False;False;False;False;False;False;False;True;False
https://hurstspeech.com;;;['0455475692', '0422814767'];['info@hurstspeech.com'];[];[];[];False;False;False;False;False;False;True;False;False;False
https://amplifiedhealth.com.au;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://hearing.com.au;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://flourishaustralia.org.au;;;['000', '131114', '1300779270'];[];['http://linkedin.com/company/2644963/'];['http://facebook.com/FlourishAus/'];['https://instagram.com/flourishaus/'];False;False;False;False;False;False;True;False;True;False
https://glenray.com.au;;;['0263312388'];[];[];['https://facebook.com/glenrayindustries/'];['https://instagram.com/glenrayindustries/'];False;False;False;False;False;False;True;True;True;True
https://coomachallenge.org.au;;;[];[];[];['https://facebook.com/coomachallenge/'];[];False;False;False;False;False;False;True;False;True;True
https://diggersmaitlandtaxis.com.au;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://maitlandhomecarendisnursing.weebly.com;;;[];[];[];[];[];False;False;True;True;False;False;False;False;True;False
https://hunterpodiatry.com.au;;;['1800693338'];['?subject=Hunter Podiatry&body=https://hunterpodiatry.com.au/', 'admin@hunterpodiatry.com.au'];['https://linkedin.com/shareArticle?mini=true&url=https://hunterpodiatry.com.au/', 'https://linkedin.com/company/hunter-podiatry-services/'];['https://facebook.com/Hunter-Podiatry-Services-156694767676952/', 'https://facebook.com/sharer/sharer.php?u=https://hunterpodiatry.com.au/&quote=Hunter Podiatry'];['https://instagram.com/hunterpodiatryservices'];False;False;False;False;False;False;True;False;True;False
https://canleyheightsspeech.com;;;['0401832955'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
https://catholiccare.org.au;;;['0249791120'];['ccenquiries@catholiccare.org.au'];['https://linkedin.com/company/catholiccare-social-services-hunter-manning'];['https://facebook.com/catholiccarehm'];[];False;False;False;False;False;False;False;False;True;False
https://mensresourcecentre.org;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://earlylinks.com.au;;;[];['info@earlylinks.com.au'];[];['http://facebook.com/earlylinksot'];[];False;False;False;False;False;False;False;False;True;False
https://glowgroup.co;;;[];[];[];['https://facebook.com/glowgrouphealth'];['https://instagram.com/glowgrouphealth'];False;False;False;False;False;False;False;False;True;False
https://acornstairlifts.com.au;;;['1800300812'];[];[];['https://facebook.com/acornaus/'];[];False;False;False;False;False;False;True;False;False;False
https://cbnbuilding.com.au;;;[];['admin@cbnbuilding.com.au'];[];['https://facebook.com/cbnbuilding/'];[];False;False;False;False;False;False;False;False;False;False
https://earlyconnections.org.au;;;['0266528080', '0265527333', '0265838238', '0265626491'];[];[];['https://facebook.com/EarlyConnections'];[];False;False;False;False;False;False;True;False;True;False
https://brkpm.com.au;;;['0414704279'];['meet@brkpm.com.au'];[];['https://facebook.com/profile.php?id=100089874951761', 'https://facebook.com/people/BRK-Plan-Management/100089874951761/'];[];False;False;False;False;False;False;True;False;True;True
https://catholichealthcare.com.au;;;['1800225474'];[];['https://linkedin.com/company/catholic-healthcare-ltd'];['https://facebook.com/CathHealthcare/'];['https://instagram.com/cathhealthcare/'];False;False;False;True;False;False;True;False;False;False
https://angelsonwheels.com.au;;;['1300264355'];['info@angelsonwheels.com.au'];[];['https://facebook.com/angelsonwheels.au'];['https://instagram.com/angelsonwheels.au/'];False;False;False;False;False;False;True;False;True;False
https://capablespaces.com.au;;;['61240810817'];[];['https://au.linkedin.com/in/karen-maurer-b3b579ab'];['https://facebook.com/capablespaces/'];[];False;False;False;False;False;False;True;False;True;False
https://casscare.org.au;;;['0297894587'];['info@casscare.org.au'];[];['https://facebook.com/CASS-Care-108657660775704/'];[];False;False;False;False;False;False;True;False;False;False
https://gentlecareplus.com.au;;;[];['admin@gentlecareplus.com.au'];[];[];[];False;False;False;False;False;False;True;False;True;False
https://activemobility.com.au;;;['0296492111', '1800543837'];['sales@activemobility.com.au'];['https://linkedin.com/company/active-mobility-systems/?viewAsMember=true'];['https://facebook.com/activemobilitysystems'];[];False;False;False;True;False;False;False;False;True;False
https://connecthearing.com.au;;;['1300104730', '1800693277'];[];['https://linkedin.com/company/connect-hearing/?originalSubdomain=au'];['https://facebook.com/ConnectHearingAU/'];[];False;False;False;False;False;False;True;False;False;False
https://bridgescare.com.au;;;[];['contact@bridgescare.com.au'];[];['https://facebook.com/bridgescare/?modal=admin_todo_tour', 'https://facebook.com/bridgescare/'];['https://instagram.com/bridges_care_services'];False;False;False;False;False;True;False;True;True;False
https://bloomandflourishtherapy.com;;;[];[];['https://linkedin.com/janellerigby'];['https://facebook.com/bloomandflourishtherapy'];['https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/327344614_1944222495914089_1042062920133954713_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Z5H88H_xl-QAX_s014D&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AfB3o8dx30WpmqGipg_5sFip4a60fG3-lF_RwtV7bSR3MQ&oe=64F9FD78', 'https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/326574500_235591895467863_5836523512417907130_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YEWK0nEbYukAX8e611I&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AfDsjfuNBLf-cOW5gEKPDgml1eeCJ3RjmN00DW4RBohJHQ&oe=64F9C0FB', 'https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/327463727_1232013854364357_2334409198622481318_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=SdwYeYE3isgAX9pCxtk&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AfC7fuhcGWTSS0SmGuVISrXsjdQhBJNVAfWtmEK-30ihew&oe=64FB0C08', 'https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/326010610_850790949525000_8409002015661716342_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pQeAylfYhkkAX-LeHFO&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AfALXyYZ7UnLCY8tSEU8DSLyaRugbqsizyT8SuTMOpgehA&oe=64FA6AC5', 'https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/327972716_2656674007806005_1309903009805283133_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FL6Z5BKzygkAX8MD69G&_nc_ht=scontent-sjc3-1.cdninstagram.com&edm=ANo9K5cEAAAA&oh=00_AfCYXK_C6Ts6lFgc3dQryN-igP3ZiAmQlQEHq1KxEIQ17A&oe=64FA0AF1', 'https://instagram.com/bloomandflourishtherapy'];False;False;False;False;False;False;False;False;False;False
https://connectcfs.org.au;;;[];[];[];['https://facebook.com/ConnectChildandFamilyServices'];[];False;False;False;False;False;False;True;False;True;False
https://catholiccare.dow.org.au;;;['0242271122'];[];['https://linkedin.com/company/catholiccare-wollongong/'];['https://facebook.com/CatholicCareWollongong'];['https://instagram.com/catholiccarewollongong/'];False;False;False;False;False;True;True;True;True;True
https://cds.org.au;;;['90363600'];['cds@cds.org.au'];['https://linkedin.com/company/centre-for-disability-studies/?originalSubdomain=au'];['https://facebook.com/CentreForDisabilityStudies/'];['https://instagram.com/'];False;False;False;False;False;False;False;False;True;False
https://inspirehealthcare.com.au;;;[];[];['https://linkedin.com/company/inspirehealthcare'];['https://facebook.com/InspireHealthcareAU'];['https://instagram.com/inspirehealthcare/'];False;False;False;False;False;False;True;False;True;False
https://ausrelief.org;;;;;;;;;;;;;;;;;
https://castle.org.au;;;['611300817917'];[];['https://au.linkedin.com/company/castle-personnel'];['https://facebook.com/CastlePersonnel'];['https://instagram.com/castlepersonnel/'];False;False;False;False;False;False;False;False;True;False
https://estiahealth.com.au;;;['1300682833'];[];['https://au.linkedin.com/company/estia-health'];['https://facebook.com/estiahealth/'];['https://instagram.com/estia.health/?hl=en'];False;False;True;True;False;False;True;False;False;False
https://bemobilephysio.com.au;;;[];[];[];['https://facebook.com/bemobilephysiotherapy'];['https://instagram.com/bemobilephysio/'];False;False;False;False;False;False;False;False;False;False
https://admin@cardiffpodiatryclinic.com.au;;;;;;;;;;;;;;;;;
https://confidenceclub.com.au;;;['1800861199'];['hello@confidenceclub.com.au'];[];['https://facebook.com/confclub'];['https://instagram.com/confidenceclub.com.au', 'https://instagram.com/confidenceclub.com.au/'];False;False;False;True;False;False;False;False;True;False
https://customelectricalsolutions.com.au;;;[];['info@customsmartautomation.com.au'];['https://linkedin.com/in/simon-poles-44968111/?originalSubdomain=au'];['https://facebook.com/CustomElecSolutions/'];['https://instagram.com/custom_smart_automation/?hl=af'];False;False;False;False;False;False;False;False;True;False
https://aayplanmanaged.com.au;;Address (of Participant)(Required) ;['0291215001'];[];[];[];[];False;False;False;False;False;True;False;False;True;True
https://earlystartaustralia.com.au;;;['611300372439', '1300372439'];[];['https://linkedin.com/company/28676447'];['https://facebook.com/EarlyStartAustraliaHO'];['https://instagram.com/early_start_australia/'];False;False;False;False;False;False;True;False;True;False
https://wellingtonphysio.com.au;;;['0491949340'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
https://tomatis.com.au;;;['1300233572', '7010000000'];['info@tomatis.com.au'];['https://linkedin.com/company/tomatisaustralia ', 'https://linkedin.com/company/tomatisaustralia'];['https://facebook.com/TomatisAustralia'];['https://instagram.com/tomatisaustralia/'];False;False;False;False;False;False;False;False;True;False
https://carecentrix.com.au;;;[];['inf%6f@%63a%72ecent%72i%78%2ec%6fm.%61u'];['https://linkedin.com/company/infinite-home-care/?viewAsMember=true'];['https://facebook.com/profile.php?id=100028836745180'];[];False;True;True;False;False;True;True;False;True;False
https://flexalliedhealth.com.au;;;['87988987'];['admin@flexalliedhealth.com.au'];[];['https://facebook.com/Flexalliedhealth/'];['https://instagram.com/flexalliedhealth/'];False;False;False;False;False;False;True;False;True;False
https://avemaria.com.au;;;['1800121123'];['admin@avemaria.com.au'];['https://linkedin.com/company/82130330/'];['https://facebook.com/avemariadisabilityandmentalhealthservices'];[];False;False;True;False;False;False;False;True;True;False
https://hornsbycomfyhips.com.au;;;['0296533840'];['hch@hornsbycomfyhips.com.au'];['https://linkedin.com/company/hornsby-comfy-hips/'];['https://facebook.com/Comfyhips/'];[];False;False;False;True;False;False;True;False;False;False
https://accessaccom.com.au;;;['1800692223'];['info@accessaccom.com.au'];['https://linkedin.com/company/accessaccom/?viewAsMember=true'];['https://facebook.com/AccessAccom'];[];False;False;False;False;False;False;False;False;True;False
https://belindahill.com.au;;;['0247368151'];['admin@belindahill.com.au'];['https://linkedin.com/in/belinda-hill-484a3046'];['https://facebook.com/belindahillspeechpathologyoccupationaltherapy/'];['https://instagram.com/belindahill_associates__slp_ot/?hl=en'];False;False;False;True;False;False;False;False;True;False
https://yassvalleyagedcare.com.au;;;;;;;;;;;;;;;;;
https://aquaphys.com.au;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://activeplan.com.au;;;[];['info@activeplan.com.au'];[];[];[];False;False;False;False;False;False;False;False;True;True
https://arnellcareaustralia.com.au;;;;;;;;;;;;;;;;;
https://breakthru.org.au;;;[];[];['https://linkedin.com/company/breakthruAU/'];['https://facebook.com/breakthruAU/'];['https://instagram.com/breakthruAU/'];False;False;False;False;False;False;False;True;True;False
https://inspirec.com.au;;;['0419363911', '0286783463'];['accounts@inspirec.com.au', 'admin@inspirec.com.au'];[];['https://facebook.com/InspireCareSydney'];[];False;True;True;True;False;True;False;True;True;True
https://icla.org.au;;;['0292813338'];['info@icla.org.au'];['https://linkedin.com/company/3821063/admin/'];['https://facebook.com/independentcommunitylivingaustralia/'];['https://instagram.com/everydaylifechanging/?hl=en'];False;False;False;False;False;True;True;True;True;False
https://eagletonridge.com.au;;;['0249871686'];['reception@eagletonridge.com.au'];[];['https://facebook.com/Eagletonridgedisabilityservices/'];[];False;False;False;False;False;False;False;False;True;False
https://affordablebedding.com.au;;;[];['affordablebeddingcompany@gmail.com'];[];[];[];False;False;False;False;False;False;False;False;False;False
https://haveachatspeech.com.au;;;[];['webmaster@haveachatspeech.com.au'];[];[];[];False;False;False;False;False;False;False;False;False;False
https://activatehealthandmovement.com.au;;;['61244030344'];['admin@activatehealthandmovement.com.au'];['https://linkedin.com/company/activate-health-and-movement/?originalSubdomain=au'];['https://facebook.com/activatehealthandmovement'];['https://instagram.com/activatehealthandmovement/'];False;False;False;False;False;False;False;False;True;False
https://cornerhouseservices.org;;;[];[];[];[];[];False;False;False;False;False;False;False;False;False;False
https://activerehab.physio;;;['1300002074'];['info@activerehab.physio'];[];['https://facebook.com/Active-Rehabilitation-and-Physiotherapy-206927742812273/'];[];False;False;False;False;False;False;False;False;False;False
https://behaviourchange.net.au;;;;;;;;;;;;;;;;;
https://essp.com.au;;;[];[];['https://linkedin.com/company/eastern-suburbs-speech-pathology'];['https://facebook.com/EasternSuburbsSpeechPathology'];['https://instagram.com/easternsuburbs_speechpathology/'];False;False;False;False;False;False;False;False;True;False
https://hunterprelude.org.au;;;['0249374549'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
https://cigma.com.au;;;;;;;;;;;;;;;;;
https://fairfinity.care;;;;;;;;False;False;False;False;False;False;False;False;False;False
https://gitydisabilityservices.com;;;;;;;;;;;;;;;;;
https://footmedpodiatry.com.au;;;['0247218755', '0298268777', '0247226889'];['info@footmedpodiatry.com.au'];[];[];['https://instagram.com/footmedpodiatry_/'];False;False;False;False;False;False;False;False;True;False
https://podiatrysalamanderbay.com.au;;;['0249846088', '0249677732', '0240893188', '0240101112', '0240893187', '0249081213', '0249191171'];[];[];[];[];False;False;False;False;False;False;False;False;True;False
